CG41128,0.0911769804993223
aux,0.0119304298739778
abs,0.0331589851774074
TwdlG,0.0156045673204234
CR45597,0.0156045673204234
cpx,0.619194359006368
CG9791,0.0426805053896237
CG9795,0.0450275659586886
CG1090,0.487200427944687
CR44922,0.123169545147382
Cont,0.0245356217280392
CG9855,0.0970716854206398
CG14647,0.208952766046404
CR45187,0.0271936449608075
lost,0.21360605226344
eIF3-S10,0.286033695653777
CG34357,0.203745392822731
MED31,0.0752466234527592
Karybeta3,0.0899472955375819
spartin,0.0310825246265143
CG9769,0.217462925829743
tacc,0.422710751245417
CG44098,0.0365222024681122
Hus1-like,0.034452085126133
CG14657,0.109480893542995
Ubc6,0.145022512615621
cno,0.678510070153111
CG1116,0.0397135598205076
CG2604,0.154978939737404
Kat60,0.00408272014556704
Mms19,0.0414801481900291
rtp,0.00870195879839579
mtd,0.00333773033422088
CG1161,0.000317073072299074
Cerk,0.121020743420725
RpII18,0.118777389249712
CG14669,0.0381095382298816
CG12162,0.256532490371263
mRpL44,0.107552207908471
Hcs,0.0184126533700403
CG31550,0.0633787629794136
mia,0.0156045673204234
CG14671,0.0113865971726551
CG12746,0.0141748757733766
CG2931,0.203697712152367
Atu,0.0183574592708332
Spec2,0.0240054891230385
CG2911,0.039788534572316
RpL13A,0.406804294294286
elm,0.0547844488041789
MED27,0.0308878585792355
CG2182,0.0419689289345533
CR44093,0.0019423547165719
CG1109,0.0029680155532723
Xe7,0.1626456344382
Rab23,0.0156045673204234
CG1239,0.0211904920346884
CG2100,0.0281456615956365
Sym,0.00288808739702544
CG2091,0.076417629954983
Sec8,0.00224283690159312
kat-60L1,0.0542186191124336
CG2051,0.0727297730294392
CG1218,0.00928716003944967
CG2046,0.06146507831695
CG11000,0.719290611274792
Hpr1,0.0619942603212048
dgrn,0.0435933315379533
ECSIT,0.0507726171915752
CG34113,0.176211624289407
Obp83a,0.262829231602509
Osi18,0.0156045673204234
SmD2,0.0805252679571467
CG42724,0.134166846678599
CG10286,0.00829151388763
CG1024,0.0256530302022735
gpp,0.206872295122382
CG1307,0.13824487236085
agt,0.0947113084656744
CG1105,0.129620180834679
CG1965,0.0523121999306077
Ref1,0.130722397328997
CR45907,0.00118473791249437
alphaTub84B,0.471515733607452
Mlp84B,0.00212603819402512
Fer1,0.0156045673204234
MAGE,0.0332080052693192
CG14608,0.0156045673204234
CG1234,0.024341328217719
CG10053,0.00066401012761103
Gld,0.0310825246265143
rn,0.00349059767277418
alphaTub84D,0.526241040247562
CG34127,0.207626447478194
CR44332,0.0156045673204234
CG17816,0.218061962869624
mRpS9,0.339642024475789
Taf7,0.000934764854249088
CG14463,0.247788405729256
CG2698,0.177070485679269
CG3223,0.0437592217295592
CG2747,0.090760793956328
puc,0.952685120115561
CG7878,0.00404714732340561
DNApol-iota,0.064531770007742
CG9636,0.0662876719452403
RpA-70,0.187114094909894
mRpL1,0.108537614076309
Coq2,0.0994413828195439
CG9603,0.519662419021877
CG9601,0.0275242150220797
DppIII,0.0596671109970035
CG11737,0.0222133267769881
pch2,0.00461603667636996
mRpS18A,0.0653804113062634
Mkk4,0.1973367572236
CG8021,0.0837583367828123
Dhod,0.0397387503621069
bel,0.180463843057112
mRpL19,0.0771029278966769
CG8043,0.123613557342435
CG11755,0.0243018433251327
CG8112,0.0144538200161061
CG8116,0.116006226158972
CG11760,0.0156045673204234
CG8159,0.0144493363461832
M1BP,0.0508378132233862
CG11768,0.142114419243741
Tcp-1eta,0.0788925766929622
CG9837,0.0600097165778255
CG9821,0.337605879005388
CG9836,0.440352541451076
skap,0.313479786471946
CG11964,0.0430882510386909
CG11970,0.0378969363779797
Prosbeta3,0.208433593748223
CG11982,0.0749659270627176
CG11983,0.12150502728165
CG11985,0.0538068070939397
tgo,0.0791618257085898
hyx,0.0478257216017546
Nmdmc,0.0299270468983965
Mst85C,0.0202481625711507
Ibf2,0.0137570350442222
Ibf1,0.00995418545097866
sage,0.00832412510259688
Aats-trp,0.0641475417951965
CG8861,1.56106842749113
CG16749,0.00988602288123463
CG8866,0.141378022268596
CG45050,0.353627367925093
FER,0.0983819060718151
CG34117,0.268039385083178
RpL34b,0.314783142021448
CG9356,0.0485552775092375
betaTub85D,0.00527034397630038
ps,1.26433207317569
GstZ2,0.0295787947943815
CG16779,0.252365748646683
CG8149,0.0392211456464196
Ras85D,0.0666184652060111
Rlb1,0.0441561893537777
mRpL47,0.250433623510411
JHDM2,0.0233823298273861
CG8176,0.0149566528607626
CG9386,0.0466702085214072
CG8199,0.0310825246265143
CG9393,0.00483404027327877
CG16790,0.0086144288169536
CG8273,0.181320708479288
